Feature,365_FC_CURE_SO010-S2_Male_CD,427_FC_CURE_SO105-S2_Male_CD,367_FC_CURE_SO107-M15_Female_CD,023_FC_CURE_SO110-M3_Male_CD,357_FC_CURE_SO111-S2_Male_CD,265_FC_CURE_SO114-M21_Female_CD,327_FC_CURE_SO116-S2_Female_CD,400_FC_CURE_SO014-S2_Female_CD,241_FC_CURE_SO002-M3_Male_CD,337_FC_CURE_SO022-S2_Male_CD,402_FC_CURE_SO024-M6_Male_CD,216_FC_CURE_SO027-M6_Female_CD,414_FC_CURE_SO003-M15_Male_CD,100_FC_CURE_SO032-S2_Female_CD,372_FC_CURE_SO033-S2_Female_CD,250_FC_CURE_SO036-S2_Female_CD,275_FC_CURE_SO038_S2_Male_CD,281_FC_CURE_SO039-S_Male_CD,355_FC_CURE_SO043-M6_Male_CD,310_FC_CURE_SO044-S2_Male_CD,424_FC_CURE_SO048-M3_Male_CD,394_FC_CURE_SO005-S2_Male_CD,008_FC_CURE_SO055-M3_Female_CD,429_FC_CURE_SO056-M9_Female_CD,225_FC_CURE_SO057-M3_Male_CD,299_FC_CURE_SO059-S2_Female_CD,352_FC_CURE_SO061-S2_Female_CD,217_FC_CURE_SO062-M3_Male_CD,269_FC_CURE_SO066-S2_Male_CD,212_FC_CURE_SO007-S2_Male_CD,042_FC_CURE_SO071-S_Male_CD,346_FC_CURE_SO072-S2_Male_CD,420_FC_CURE_078-M3_Male_CD,396_FC_CURE_SO009-S2_Female_CD
1-Aminocyclopropanecarboxylate,0.233584834,0.222561535,0.863024541,0.210483427,0.226394636,0.304348091,0.368640697,0.27898797,0.219405589,0.181114114,0.216017471,0.11201382,0.17067351,0.24228188,0.153515847,0.227716396,0.287118192,0.179119466,0.26043051,0.128223141,0.173339292,0.185126104,0.117978773,0.365389928,0.422211912,0.490410869,0.445414067,0.17368902,0.608892281,0.218374902,0.188335857,0.482763183,0.212363744,0.358879836
1-Methyladenosine,0.056963944,0.19900224,0.244713707,0.082015917,0.093237117,0.127966441,0.078743352,0.332451132,0.086542911,0.144120962,0.0548827,0.121029963,0.064253846,0.160522549,0.386713549,0.087281148,0.344954579,4.564282655,0.059142983,0.111261418,0.060095837,1.040407984,0.044853253,0.36726531,0.967914309,0.188729145,0.165759864,0.061532077,0.480973002,0.085655459,0.153445433,9.470224811,0.179940298,0.111471006
10-HAD,2.985308633,7.333429608,2.962391014,13.56442161,6.220032288,3.869273924,3.08078353,4.072879633,7.078716834,6.330906864,2.726202349,3.228387968,4.360736247,10.60106559,1.533270225,5.905338345,1.0094681,3.510880601,8.586810333,1.496561027,8.454962842,5.09440929,6.762552585,12.35036497,8.013116443,8.971161437,9.427678956,11.11382273,4.105536366,5.971779129,11.47667722,18.28817746,4.178521977,6.295451641
10-Hydroxydecanoic acid,1.33249786,2.866063169,2.981087085,6.912831351,4.370446812,2.437899364,3.054601825,1.561454391,2.608631342,1.684216985,2.660390833,0.953116126,1.948552677,2.99278195,0.607689487,3.319672938,1.169512139,1.934604141,3.026573941,0.967328343,3.030207607,3.588413818,2.386461397,6.080592988,4.053200565,2.969175288,5.774140781,8.25123831,2.412810575,2.154930514,3.800296644,5.106966611,1.940771682,3.088911909
"13Z,16Z-docosadienoic acid",2.110752271,1.687793514,0.948973815,3.150481426,0.711871222,0.923280905,1.167648717,0.008008146,1.975636599,0.818056557,0.80391719,0.013705947,0.450324117,0.115934282,1.024010045,0.019900251,0.003688107,0.011691096,0.02355606,0.094311457,0.01991418,0.022937056,1.109638814,0.017579453,0.026327557,2.199210146,1.126892088,1.298547637,0.027841518,0,0.015420409,0,0.016947526,0.019717805
14-Methylhexadecanoic acid,41.9470034,78.91404465,24.92144915,93.58768109,36.24562489,31.1459677,57.57343281,13.09523632,216.4900494,54.58788253,21.32454332,33.06859433,24.14038816,29.65582021,59.23572468,25.23144002,1.653495526,12.96281339,89.28130215,3.431489632,29.86302797,26.56009647,26.08255566,35.86761154,26.28023471,43.95895319,49.25701492,28.54016789,5.196568651,28.02028988,30.06520108,45.32868884,40.25276001,39.39635673
2 Deoxy D Glucose,0.107722957,0.094083686,0.494062875,0.234887763,0.161839527,1.110936823,0.093302003,0.16249051,0.097669504,0.069960273,0.197066213,0.087336066,0.101873937,0.121104078,0.077687057,0.231241386,0.650866183,0.266950722,0.083695862,0.111969415,0.106399281,0.356324863,0.070948613,1.250022079,0.385873408,0.22480679,0.222249256,0.067591526,13.27002962,0.219031847,0.165386749,0.314430758,0.185748862,0.167174074
2-Acetamido-2-Deoxy-Beta-D-Glucosylamine,0.681304479,0.623915173,2.568841185,0.083491827,1.717451557,4.699428557,0.880361733,1.632387542,0.433880869,0.364334802,0.917726614,1.308341102,3.555462909,0.543491125,3.174171504,0.629903594,0.052455278,1.215523053,0.205240752,0.964306689,0.174418891,1.06699191,0.227343905,2.634697186,0.749855102,1.348179898,1.390412366,0.051400431,0.30829088,1.181200307,0.209281221,0.67433236,3.52098664,2.595801321
2-Aminoisobutyrate,1.836826175,1.793914245,8.914707109,2.061668394,4.068257127,2.957369974,3.550347215,3.37399114,2.027580173,2.108316556,1.121277066,2.960870378,1.878472572,2.178340441,3.339747171,1.253393025,5.357086724,1.538706363,2.529042096,3.52780904,2.120214199,2.524943332,1.198827081,11.98146419,14.14333425,5.399149918,3.406877644,1.272650112,1.519966946,8.236702675,6.71655324,5.094563849,1.800271456,3.381642271
2-Aminophenol,2.5890852,0.937321931,0.881687572,4.849032626,2.723975819,0.33842862,0.420041803,3.852278909,2.876537708,1.074493044,0.805630621,0.103820197,3.024760086,1.702951075,0.175132553,1.875791069,0.120437184,0.26466015,2.122845912,0.496626756,21.40869625,0.840273697,0.689843747,1.86273919,2.265336776,0.556940187,2.1269814,1.355159015,0.579264882,1.488739314,1.616275021,25.31881637,0.439564348,3.236992127
2-Deoxy-D-Glucose 6-phosphate,0.050533117,0,0.080045387,0.408707271,0.033983713,0.05105,0,0.026017244,0.012837773,0.036449438,0.014188234,0.004191151,0.013317454,0.031218477,0.026633142,0,0.025036473,0.040036642,0.015228831,0.015003227,0.003229415,0.204686069,0.009174715,0.05653464,0.019703557,0.018741371,0.013652246,0.030057381,0.028492705,0,0,0.047135792,0.01076531,0.029341269
2-Hydroxy-4-(Methylthio)Butyric Acid,0.042382883,0.167536054,0.17672341,0.21192634,0.070755084,0.46368645,0.102424077,0.033657903,1.883610124,0.045196659,0.196365198,1.121859152,0.17372193,0.056775127,7.091302987,1.116980532,1.738665054,0.394173678,0.055279099,0.813739636,0.050124754,0.657075473,0.022253574,0.942327387,0.75405805,0.401255816,0.480494054,0.039766854,0.343362465,5.430443134,11.9134385,4.42072467,1.993424726,0.936398256
2-hydroxyglutarate,1.567393884,4.839746088,1.27904256,1.259546979,2.827596396,2.92480171,3.358728508,16.49429079,3.708571909,2.883650514,1.111117246,2.688511438,3.650267595,1.077866092,1.608831137,9.060357455,24.5138378,21.37096182,1.978680368,20.58758181,0.658181127,8.965984706,0.49065251,9.416608254,3.566506961,3.722752368,1.661942437,0.590256079,5.751872941,7.087097217,0.868749988,10.28031564,2.982984311,8.567169524
2-Hydroxyhexadecanoic acid,74.66566606,35.69141438,27.49669021,54.13816529,29.98045003,116.5171066,10.4533584,11.89654042,35.61710398,32.58323575,16.7638552,23.38183437,25.80325277,55.29929494,19.30365469,43.62097509,10.33716052,28.37709917,52.46427034,64.19233582,21.37027704,16.01011608,50.68874024,84.94788245,53.81551224,31.60860842,121.4781964,27.24130723,42.64229994,59.25690606,91.2403802,30.56062079,31.94251278,48.90188903
2-Hydroxyisocaproic acid,6.074596993,19.73492975,7.355647669,10.6509897,16.08735627,14.31022027,18.94890464,107.3621062,61.0136477,15.01787709,4.444028426,24.55092609,6.410615716,14.24378088,54.8829398,46.97643471,10.04181307,118.1988263,8.774453306,4.830100373,5.827355667,120.4179887,3.368272763,57.86820949,18.32982607,15.80563752,18.82041471,8.567147417,6.450639097,12.321574,29.64798033,104.8913482,23.26149572,64.87973396
2-Hydroxytetradecanoic acid,1.513485654,4.990195354,2.09867415,2.913431736,1.30637621,5.399057617,1.686308959,1.454203259,3.716506538,1.553792731,4.057565787,2.540923667,2.078942346,4.020039364,0.622588828,4.31014852,1.229306243,4.6793542,1.497476142,6.453609228,1.790026896,2.509144869,3.005101256,4.622707164,2.076250084,2.422667332,4.322662844,2.832788016,2.041923145,5.998600084,2.902055268,2.559895018,1.835550896,2.61283274
2-Methylcitrate,0.046584285,0.077182361,0.068350448,0.11230623,0.135703046,0.09545088,0.059483525,0.046989137,0.0980392,0.084576508,0.039193579,0.043669238,0.046148678,0.155276134,0.021593883,0.069609123,0.043196691,0.057205432,0.065671214,0.050422099,0.053737122,0.089279212,0.051352865,0.260213124,0.110562312,0.126069748,0.218554967,0.089698614,0.264440691,0.046120802,0.050591646,0.11958578,0.064158954,0.079633627
2-Methylmaleate,2.054831984,2.566647298,0.812301705,8.330880288,4.882643056,2.015666727,1.891251573,3.382500085,2.757926262,2.525258801,1.314901163,2.322700773,3.975449278,3.560363072,0.530340645,1.90322037,7.811356998,2.30018905,4.925967774,5.4831734,3.141554739,9.661347111,3.343170203,17.56566509,10.9699247,3.42264336,6.487823749,7.028339262,1.376706867,6.229375837,4.568913754,8.038253239,2.124087981,6.535418062
2-Methylpropanal,0,0.390707768,0.671316535,0,0.355047095,0.479045379,0.348312779,0.149793783,0.245776931,0.618809178,0.279475634,0,0.235969099,0,0.160585905,0.150096294,0.095270537,0.248714364,0.249051871,0.117900158,0,0.541122661,0.241236183,0,0.617250404,0.39182681,1.001677393,0,0.207567932,0,0.056515133,0,0.247044404,0.818861966
2-Phosphoglycerate,0.014007135,0,0,0.031166606,0.05143292,0,0,0,0,0.069405817,0.005329351,0,0.022633122,0.012033671,0,0,0,0,0.177944585,0,0.022073521,0,0.102096899,0.00772182,0.4940236,0,0,0.2550663,0.006495699,0,0.003281708,0.017331787,0,0.004613873
"2,3-Dihydroxybenzoate",1.266375706,3.727878418,1.285266621,3.012195963,1.943104006,5.222503599,1.447458631,0.68466049,1.035490413,3.02511947,2.092853526,6.301162719,1.289700943,3.665267455,4.149260964,1.886578832,0.502981582,1.551590455,1.198950964,2.656661651,1.904973126,1.465565114,2.396725302,2.09969677,1.240269206,2.788207518,1.794487611,0.735678193,5.37555962,9.900579674,1.151815052,2.870906965,8.720399215,2.876862091
"2,4-Dihydroxypteridine",0.125429017,0.234173954,0.089603463,0.191962821,0.403028338,0.176904143,0.111205028,0.175069328,0.200270298,0.46497016,0.156633673,0.121670493,0.245199257,0.373967689,0.134622552,0.240974435,0.483813768,0.235757136,0.165869695,0.039398999,1.358421891,0.181252473,0.241574175,0.358264964,0.240876847,0.393902088,0.52577139,0.231567639,0.257540617,0.222910244,0.124231478,0.413794672,0.244758028,0.363926633
"2,6-Dihydroxypyridine",1.853436465,14.33970448,2.352619335,10.32321475,9.069269946,1.585124809,2.252155361,3.298154157,8.880785014,7.092779212,2.555097618,1.695743331,8.471853079,8.533322036,1.888997807,10.04301369,1.150429453,7.401975745,6.331944896,2.009234782,5.73003266,12.09231992,13.79223064,3.512115037,3.457753166,3.330608147,3.54917745,12.47033814,1.291182101,7.33511598,7.491548036,15.25922091,10.11756099,11.07456272
3 Hydroxybenzyl Alcohol,1.165145971,0.694563622,1.408448685,1.07755288,2.007685339,0.844018089,0.697978726,0.333383211,0.542114188,0.678564739,1.664880106,0.413863988,0.590924862,1.353323494,0.219842815,0.66180548,0.208784389,0.542975349,0.587808035,1.326800203,0.641569371,0.706360145,0.382579844,3.034352168,1.498750938,1.508567285,1.16851839,1.110881682,1.975446128,0.886815537,0.808500843,2.575535169,0.401968772,1.038315951
3-(2-Hydroxyphenyl)Propanoate,4.317936001,6.689621686,3.638977823,1.953263512,3.865542228,10.31763477,2.558827757,12.02398305,4.011200121,2.362252472,1.879580518,5.297190726,1.810090346,2.871501083,25.54895473,6.351189777,1.852256469,20.61321649,3.136687499,1.81705959,2.825710865,20.19180026,2.214178847,13.93810806,29.81212768,9.381412731,6.097372354,2.448313534,8.554061393,6.177588876,5.292719387,70.42462177,11.43677663,18.43254295
3-(4-Hydroxyphenyl)Pyruvate,16.11666375,8.933489513,1.810123248,15.87791619,24.23375142,11.8876152,8.964773916,21.01189223,4.995543759,35.09629967,7.311980266,1.669119958,9.129436629,41.27411144,5.93392044,5.869420584,0.482849846,6.140105509,15.96032434,3.384960495,13.89889718,7.938272633,4.412678806,27.58619962,26.8321148,13.4663909,27.80425952,17.68996696,4.766941815,14.47994034,11.83565906,37.71287415,4.046916425,22.88956559
3-Amino-4-Hydroxybenzoate,0.040476805,0.041352859,0.059607468,0.033058593,0.05010836,0.077747727,0.028492719,0.031534625,0.034837119,0.020805657,0.040261178,0.044474936,0.107316731,0.037876591,0.016973652,0.100754119,0.02323594,0.032827954,0.032989826,0.044983957,0.573174462,0.023922941,0.012118762,0.094674359,0.045263757,0.133190427,0.085873366,0.022846691,0.249963156,0.021797687,0.042114165,0.164102928,0.031310768,0.064279472
3-Dehydroshikimate,0.182541168,0.79167085,0.134842468,2.079985156,0.641518081,0.492975494,0.146961065,0.123807374,1.246635081,0.357201406,0.221532817,0.510226537,0.736644199,1.571560208,0.057808978,0.44631386,0.138557264,0.150913555,0.122772468,0.221434703,0.080491301,0.477345823,0.584053591,0.575918428,0.522545316,0.774363178,0.705942347,0.833131854,0.449065361,0.924378971,0.399321166,0.202299287,0.427185853,3.025609261
3-Hydroxyanthranilate,1.722006325,1.39876805,0.304755922,2.785448371,1.82761945,1.627511016,0.708832426,0.05636708,3.928836392,1.758859027,1.363479174,1.266929741,155.5620758,1.191116315,0.038348724,2.515045466,0.009621578,0.050898424,1.621672813,0.199938721,1701.442137,0.671017267,1.083219666,2.150645045,1.029149322,3.66011095,2.267717959,1.097632197,2.001430734,2.6024053,1.154934539,590.6189763,1.150069993,3.052110218
3-Hydroxybenzaldehyde,55.78951453,117.8799007,4.142606921,185.0769837,416.7723686,77.53985385,168.3337512,30.12072142,76.49934508,291.7760763,156.3202216,104.8842285,72.02494592,277.6986333,51.85491553,145.8334374,17.81929575,45.73168875,251.2762421,56.3920719,156.3673543,107.3645482,62.99183253,434.541091,426.2801802,37.59104096,240.7205977,226.4190492,84.99051506,168.9391601,172.5401742,421.9859626,72.19527279,359.2594224
3-hydroxybutyric acid,0.500885323,0.987206513,1.157420126,1.180446892,2.225168899,1.558723412,0.728508558,0.898240437,0.632418306,0.666080761,0.87356262,0.595668831,1.310914716,0.566396454,0.62737336,0.44063901,7.226748324,1.312526955,0.974814135,1.701467471,0.954985915,1.197917395,0.247534072,2.58266883,2.074075467,1.728257308,2.229344929,0.42833183,1.499765439,0.67382017,1.126837934,2.950552038,0.606207168,1.776409932
3-Hydroxykynurenine,0.100596599,0.365416671,0.125049288,0.102640031,0.099943464,0.461822541,0.133657922,0.037588618,0.140495051,0.056913006,0.148492343,0.407542079,0.368453738,0.213410346,0.11926148,0.291023358,0.071786377,0.117305536,0.142586365,0.086955438,0.415984045,0.05823042,0.058359825,0.464304606,0.133526741,2.448593165,0.301286883,0.031084815,0.527741643,0.091144026,0.055038464,0.098537463,0.29954569,0.254410427
3-Hydroxymethylglutarate,0.851454269,1.355863128,2.470796265,0.156380509,0.340476274,1.555381023,0.395901536,1.937559974,0.47325159,0.196416308,0.595243979,1.262632329,0.342174914,0.335754621,1.632874134,2.059256825,3.66253276,2.491424268,0.125909214,1.805780127,0.135746665,2.907929349,0.77620969,6.089526372,1.001049026,1.356669831,0.748699816,0.104694228,4.004600119,2.109495852,0.963808145,0.744932299,4.618348912,0.54772129
3-Hydroxyoctanoic acid,1.457759873,2.953802653,1.701125198,8.434329886,5.470343361,2.053468019,1.622962215,1.907596765,3.697353524,1.849616764,1.072197077,1.013320943,2.006717025,3.491189397,0.776083164,4.434874485,0.576048994,1.704274878,3.705326164,1.835037073,3.216330133,2.976219086,2.676160978,6.165417132,3.504753003,3.08759505,3.583537625,5.988973045,1.080698062,2.168595851,4.851403305,5.883842931,1.847687906,3.137285553
3-Methoxy-4-Hydroxymandelate,0.247158622,0.814050451,0.425467586,4.461143546,1.350674467,1.208216683,0.546384993,0.217471391,1.997894436,0.490345075,0.79735564,1.069314676,0.756552017,2.180220898,0.21172911,0.816689396,2.762797876,0.979226418,0.124890725,1.401536069,0.422611768,1.650945098,0.896748545,1.49076855,0.734921191,0.87650253,1.359829706,0.474043355,1.579059812,1.139388615,1.578880423,1.487627053,1.252723088,2.079092967
3-Methoxytyrosine,0.206693242,0.226599751,0.34789842,0.26688301,0.306002454,0.379078729,0.400569344,0.199946424,0.251867161,0.134303269,0.296499571,0.104124981,0.241283174,0.246973207,0.094262507,0.133010502,0.203367156,0.336261223,0.190619338,0.159992125,0.068631458,0.141918133,0.06058262,0.418630796,0.285089082,0.551706879,0.29340022,0.080455886,2.125658602,0.11490063,0.300913116,0.16441666,0.158892427,0.387779508
3-Methyl-2-Oxindole,0.156786154,0,0,0.244670824,0,0.190568203,0,0,0,0,0,0,0.308362837,0,0,0,0,0,0,0,0,0.09043701,0,0.524659407,0,0,0,0,0,0,0,0,0.305616227,0.31413711
3-Methyl-2-Oxovalerate,9.979314864,37.98352356,2.784084651,28.89917342,21.93943474,15.62343244,81.69944276,24.07144717,63.80107323,11.4001326,4.818747495,3.905117257,7.656198019,17.81534425,13.2230261,92.9204203,3.06872347,27.67353473,11.31549744,7.859033474,9.713838969,14.73563514,11.48084197,78.47182002,18.82162664,53.83032397,22.26799694,17.60355885,32.93750065,13.23774121,12.84150014,25.19689707,67.78045395,63.91137972
3-Methyl-L-Histidine,0.63800686,0.089373546,5.033921636,0.039426479,0.28131519,0.432441558,0.04671464,0.127313635,0.089878643,0.073416935,0.141149248,0.480409706,0.256225636,0.042239837,5.829165827,0.646856143,2.497327489,1.197901743,0.036552241,2.910797825,0.048221722,0.064986242,0.201619452,0.402769289,2.563793181,0.210465066,0.17224035,0.145019412,1.347786586,0.155025461,0.192651902,0.330402703,1.013083432,0.573242355
3-Methyladenine,0.081544712,0.227049839,0.097589095,0.038707372,0.076414962,0.464023338,0.079338717,0.102738047,0.191568934,0.130016454,0.119426703,0.097816476,0.568269938,0.153857601,0.032782864,0.489142212,0.147030928,0.032937622,0.113370161,0.093426818,0.065009527,0.098299427,0.053224192,0,0.180375318,0.265618318,0,0.081127515,0.562242586,0.078073424,0.05844684,0.104940201,0.14678523,0.415139906
3-Methylglutaconate,0.967097491,1.344442473,0.650035233,3.114529824,4.030894881,1.776596912,1.427079249,1.305787793,2.163703067,1.392743854,3.110750908,0.558029081,0.940418139,1.890191279,0.491520727,1.622259172,0.278857459,1.409241565,3.011675866,0.997118665,0.477583799,1.864836002,2.049715156,3.064493989,2.56308515,0.802616291,5.696413977,2.011209832,1.814799291,2.038619301,0.945402002,2.75746223,1.742331351,4.297381051
3-Nitro-L-Tyrosine,0.018567703,0.046158073,0.044590978,0.023502564,0.024872806,0.09262133,0.039571331,0.024022777,0.048400049,0.029542407,0.027440642,0.021847309,0.040687402,0.072844472,0.049564518,0.034814932,0.053094711,0.029965495,0.024862581,0.02901874,0.012779074,0.020981067,0.015726688,0.194604878,0.103188063,0.211462168,0.098810061,0.026036061,0.223417989,0.025416758,0.022818537,0.02522391,0.030245077,0.101721309
"3,4-Dihydroxyphenylglycol",0.04856105,0.111242504,0.083916842,0.109455547,0.082707829,0.202530897,0.062503892,0.043963262,0.15272294,0.045987062,0.121962126,0.074806119,0.091036244,0.113533808,0.069349113,0.064100853,0.044544049,0.072519572,0.059371625,0.061481435,0.027967925,0.109732637,0.035825076,0.253467807,0.130216598,0.188864273,0.133915135,0.036275832,0.627277998,0.161626199,0.065875678,0.088632592,0.085406285,0.176027037
4-Acetamidobutanoate,1.957798886,1.929298715,0.98509865,0.368383062,0.550489645,0.5076916,0.193186165,0.322973375,0.772057845,0.705972646,0.427493332,0.26210583,0.800885163,1.084071756,0.310317863,0.85974191,1.285635321,0.347454346,0.500834451,0.368420334,0.411157052,0.254476838,0.245383847,0.478445094,0.382727093,0.350974005,0.227644774,0.446331283,1.066604991,0.395989792,0.377386252,0.718870928,0.379760452,0.931038202
4-Aminobenzoate,0.054900883,0.123569772,0.092488861,0.09826702,0.092473646,0.632263162,0.047346526,0.064971034,0.063501877,0.067158296,0.215645778,0.1488212,0.126656729,0.087196517,0.061668806,0.075436672,0.157344056,0.060245745,0.059828524,0.142164195,0.062457676,0.089138587,0.034237807,0.275082616,0.158674269,0.12976644,0.250368692,0.046252301,0.520994978,0.544006781,0.082128368,0.127896126,0.055684462,0.150766366
4-Coumarate,0.252512639,1.659290514,0.242067393,2.311937265,0.294411651,1.461214435,0.260505913,0.811049959,2.232101688,1.253201908,0.209393311,0.782110648,0.468991074,0.835628269,2.412547824,1.473073829,0.043386613,2.339019582,0.435452927,2.935549989,1.624487436,2.670523904,1.081755055,3.504356333,1.210165983,0.709699103,1.260653968,1.967132118,0.57901312,1.447954801,0.944984124,4.594274134,1.312229783,2.066890847
4-Guanidinobutanoate,0.322173825,0.757997153,0.579476434,0.391385896,0.463696861,1.000366034,1.148544146,0.532797047,1.340206881,0.578639317,0.319745291,2.763502843,0.589845379,0.428175152,1.363657746,3.924978299,1.839627566,0.983328871,0.500621783,1.738494657,0.413718577,0.788589415,0.315362503,5.899274617,1.805496764,2.144126106,0.350184012,0.137914739,6.723543473,3.5904176,1.057711321,1.144588663,1.769852513,0.826462027
4-Hydroxy-L-Phenylglycine,0.052509498,0.068002897,0.092493483,0.026275512,0.050014291,0.252452748,0.040382236,0.133456696,0.060744215,0.047105818,0.08527821,0.026511002,0.068505311,0.042028712,0.02419248,0.065199099,0.034566706,0.045231154,0.050698429,0.025239122,0.028389587,0.053191003,0.030297344,0.183741136,0.078029964,0.213143511,0.095359127,0.030988725,0.239369006,0.033666012,0.028714617,0.096269609,0.040924418,0.079324763
4-Hydroxybenzaldehyde,5.239978289,17.72233601,32.91990764,12.2877942,17.28810345,19.72971098,9.965251822,12.41850644,6.033914315,17.39584033,8.150147156,14.448601,4.911756268,21.33486374,5.223582499,10.39722455,2.427401227,6.394685131,10.45132236,5.203738317,11.83114364,5.666134199,3.803340185,59.29176262,33.08345486,58.32161099,26.23013804,11.93589777,7.991438944,12.4791296,10.31180304,28.01827616,8.479012006,13.06614552
4-Hydroxybenzoate,0.043171898,0.076449335,0.182322984,0.08742496,0.063395749,0.113459735,0.059147007,0.049541092,0.072480584,0.047570724,0.057014079,0.043699321,0.043474224,0.115127484,0.081518791,0.045823623,2.91750717,0.051720895,0.052378009,0.090496771,0.03869739,0.074117738,0.036368547,0.516508858,0.125787408,0.147753292,0.139854192,0.035920053,2.730647576,0.111817358,0.120467467,0.104635386,0.152955419,0.070983704
4-Imidazoleacetate,7.918076235,0.27521753,0.707328662,0.161496097,0.372993875,2.640824309,0.320403535,0.117347547,0.343921163,1.368460914,0.586366417,0.686257474,1.467811201,0.950345828,0.681776583,2.123860818,0.081099745,0.313053764,3.594446339,24.80739671,0.867084183,0.325167488,0.555328471,12.53837636,0.691933366,0.251576646,0.374178435,1.063997728,0.18987241,1.203959987,0.288847119,0.963912264,0.988454337,0.3160896
4-Pyridoxate,1.079017769,1.097853177,1.059809621,0.302590057,0.593204262,0.921938505,0.808294487,1.10173408,0.740729626,0.44355894,0.678939857,0.267697619,0.417672786,0.369157562,0.196503552,0.284374275,0.383031236,0.173540658,0.562040016,0.245573297,0.166196054,0.251062218,0.297776139,0.595219682,0.325830547,1.948459548,0.81637532,0.106938735,1.412280254,0.396716949,0.191703469,0.367156862,0.459140378,0.698513202
5-Aminolevulinic acid,0.195987498,0.216700305,0.211598788,0.334759742,0.155839015,0.229188815,0.07815706,0.105025585,0.065255174,0.108776538,0.088259243,0.266033279,0.129008058,0.19958671,0.116827695,0.20703195,0.049272891,0.204912185,0.14679294,0.222791523,0.130163835,0.214759012,0.083316271,0.339050711,0.507510372,0.18945734,0.287668889,0.210577854,0.230134594,0.128566927,0.202440817,0.243213281,0.187882183,0.219450355
5-Aminopentanoate,14.96612274,17.04366014,130.6925731,6.418828801,27.89901137,58.46587911,9.10586107,365.0311612,28.02724223,51.89693057,12.90373209,128.2660629,30.69915728,8.968111449,133.9900737,61.94694687,192.9603297,239.2119104,9.11722117,148.3328875,16.64977876,235.2882651,9.35391366,267.0957458,144.287886,32.85782698,45.64793028,5.599919159,57.93471096,67.51868623,81.65481496,259.807801,101.0214429,25.01277541
5-Hydroxyindoleacetate,0.034823681,0.017106924,0.08174918,0.036729331,0.020473922,0.203240927,0.027216651,0.029611637,0.028589926,0.033752448,0.052159504,0.04118426,0.048719476,0.066035802,0.01975604,0.089246631,0.01075793,0.035886684,0.068994552,0.078008569,0.018464194,0.019350248,0.009302522,0.616469313,0.039517157,0.171661785,0.088000071,0.008053955,0.369958763,0.079483164,0.024442767,0.072492806,0.040276085,0.023580546
5-Hydroxylysine,0.029834175,0.04315604,0.069471319,0,0.017292276,0.050045858,0.011614249,0,0.010592717,0,0.059603476,0.880275322,0.167334971,0.012265331,0.058811027,0.029702248,0.05250879,0.236920947,0.014507173,0.465019737,0,0.014284339,0.01351853,0.293068815,0.451755015,0.218653415,0.01703847,0.010612038,0.135347905,0.114698172,0.016384652,0.187456933,0.182161297,0.045093991
5-Hydroxymethyluracil,0.044761597,0.06640836,0.060756789,0,0,0.140674989,0.072927904,0.028073627,0.023846749,0,0.062640341,0.062653575,0.03997887,0.020698032,0.090231336,0.272124664,0.138619893,0,0.010666854,0.04167971,0.016276643,0,0.031317971,0.146014401,0.129056394,0.143696993,0,0.028480415,0,0.020096104,0.016501134,0,0.145538267,0.072399268
5-Methylcytosine,0.031676383,0.133712654,0.572392525,0.017520912,0.068401176,0,0.031589619,0.219873586,0.047643809,0.021961431,0.170486359,0.10980487,0.032434296,0.031891735,0.03582871,0.081386519,0.106090201,0.075449161,0.01469221,0.167771954,0.016267376,0.042669633,0.012848995,0.138916255,0.143001811,0.016711214,0,0.014189436,0.178114105,0.102440398,0,0.654417047,0.072319485,0.038679018
5-Valerolactone,32.36545625,120.1720099,743.7783108,35.00850881,75.45878617,345.8194551,57.57343281,87.46083776,51.41251532,31.14073084,114.8522642,41.58626257,70.54902489,48.88778249,27.81997293,77.94990814,15.4565162,11.6424835,53.84490903,84.52417127,29.03953649,8.801740571,16.78366701,114.3529187,61.44579174,178.7802655,49.86845737,15.22951671,162.0407398,22.47141114,25.14460974,27.31658082,27.00830349,86.66770432
5-Deoxyadenosine,0.453179802,3.00533928,0.822904804,0.107861443,0.380364465,1.052296369,0.337551177,0.243891119,1.743754904,0.675497028,1.869734067,0.705222502,1.358301484,0.486017662,11.06894277,2.405831297,1.000836294,0.157623596,0.255834139,2.12278947,0.227092254,2.36497834,0.071696818,0.794041182,0.52098361,2.178810023,0.753244203,0.201521877,2.282800713,0.089954384,0.2809703,0.223299786,0.961234123,3.788655475
"5(Z),8(Z),11(Z)-Eicosatrienoic Acid",3.159195061,4.758660745,47.14009771,7.820616619,5.000612052,17.90111564,4.620613495,4.263867692,7.965322765,4.354655968,7.765814122,26.72209643,4.644224335,0.027767202,79.67488846,18.01317665,5.543606583,8.707745714,5.669346483,2.337687056,8.631725741,31.21093617,21.34292482,16.68575849,21.01723774,5.529024284,52.84752079,3.175516312,10.02284449,105.4089194,101.1809664,6.668935949,86.47851021,10.84738107
