Feature,001_SMC_IIRN_p3s1,002_SMC_IIRN_p3s2,003_SMC_IIRN_p3s3,004_SMC_IIRN_p3s4,005_SMC_IIRN_p4s1,006_SMC_IIRN_p4s2,007_SMC_IIRN_p4s3,008_SMC_IIRN_p4s4,009_SMC_IIRN_p5s1,010_SMC_IIRN_p5s2,011_SMC_IIRN_p5s3,012_SMC_IIRN_p5s4,013_SMC_IIRN_p8s1,014_SMC_IIRN_p8s2,015_SMC_IIRN_p8s3,017_SMC_IIRN_p9s1,018_SMC_IIRN_p9s2,019_SMC_IIRN_p9s3,020_SMC_IIRN_p9s4,021_SMC_IIRN_p10s1,022_SMC_IIRN_p10s2,023_SMC_IIRN_p10s3,025_SMC_IIRN_p11s1,026_SMC_IIRN_p11s2,027_SMC_IIRN_p11s3,028_SMC_IIRN_p11s4,029_SMC_IIRN_p12s1,030_SMC_IIRN_p12s2,031_SMC_IIRN_p12s3,032_SMC_IIRN_p12s4,034_SMC_IIRN_p13s1,035_SMC_IIRN_p13s2,036_SMC_IIRN_p13s3,037_SMC_IIRN_p13s4,038_SMC_IIRN_p13s5,039_SMC_IIRN_p13s6,040_SMC_IIRN_p13s7,044_SMC_IIRN_p14s1,045_SMC_IIRN_p14s2,046_SMC_IIRN_p14s3,047_SMC_IIRN_p14s4,048_SMC_IIRN_p15s1,049_SMC_IIRN_p15s2,050_SMC_IIRN_p15s3,052_SMC_IIRN_p16s1,053_SMC_IIRN_p16s2,054_SMC_IIRN_p16s3,055_SMC_IIRN_p16s4,056_SMC_IIRN_p17s1,057_SMC_IIRN_p17s2,058_SMC_IIRN_p17s3,059_SMC_IIRN_p17s4,060_SMC_IIRN_p18s1,061_SMC_IIRN_p18s2,062_SMC_IIRN_p18s3,064_SMC_IIRN_p19s1,065_SMC_IIRN_p19s2,066_SMC_IIRN_p19s3,068_SMC_IIRN_p25s1,069_SMC_IIRN_p25s2,070_SMC_IIRN_p25s3,074_SMC_IIRN_p27s3,075_SMC_IIRN_p27s4,076_SMC_IIRN_p29s1,077_SMC_IIRN_p29s2,078_SMC_IIRN_p29s3,079_SMC_IIRN_p29s4,080_SMC_IIRN_p29s5,081_SMC_IIRN_p29s6,082_SMC_IIRN_p29s7,083_SMC_IIRN_p29s8,084_SMC_IIRN_p29s9,086_SMC_IIRN_p34s1,087_SMC_IIRN_p34s2,088_SMC_IIRN_p34s3,089_SMC_IIRN_p34s4,090_SMC_IIRN_p36s1,091_SMC_IIRN_p36s2,092_SMC_IIRN_p36s3,093_SMC_IIRN_p36s4,094_SMC_IIRN_p37s1,095_SMC_IIRN_p37s2,096_SMC_IIRN_p37s3,097_SMC_IIRN_p37s4,099_SMC_IIRN_p38s2,100_SMC_IIRN_p38s3,102_SMC_IIRN_p41s1,103_SMC_IIRN_p41s2,104_SMC_IIRN_p41s3,105_SMC_IIRN_p41s4,106_SMC_IIRN_p42s1,107_SMC_IIRN_p42s2,108_SMC_IIRN_p42s3,110_SMC_IIRN_p43s1,111_SMC_IIRN_p43s2,112_SMC_IIRN_p43s3,113_SMC_IIRN_p43s4
Glutamine,5.744976599,5.002577961,5.471352468,4.375876778,4.83111094,4.842124876,5.114448158,4.9725582,6.629321989,5.749841639,6.343816971,5.841645217,5.730431024,5.929642218,5.496563675,6.090395881,5.368448317,6.024190079,5.666119066,5.010325504,5.938898321,5.643536777,6.089520504,5.223341387,5.841571275,5.881162668,5.612322792,7.338761419,5.847949376,6.746104078,5.143147527,5.291155338,6.104967121,6.303958709,5.71558761,6.70380544,7.652261678,5.211500334,4.626494604,5.367884528,4.726516777,5.793631052,5.671961926,5.047283769,5.474071063,5.156217629,5.696424292,5.162744563,7.124230877,6.640564077,5.861631834,6.453732242,5.088566126,4.541671117,4.652466621,4.345867515,3.97375085,3.997608364,6.657377416,5.190860112,7.077017996,5.671705636,4.713181191,4.761029197,4.494778151,4.933876318,4.072679297,4.436843738,3.813106576,4.640816391,4.457741011,4.666054526,4.899695182,4.799980474,5.156682069,6.337722774,6.78678078,5.887536024,6.025726319,6.254266627,5.203481385,4.850038973,4.767089687,5.098735904,5.091325626,4.600685281,4.996334922,4.673160606,5.031709286,5.168781106,4.715127651,4.564814249,5.303499277,4.032555729,4.276531774,5.012500991,4.664442163
Glutarate,0.003109714,0.004284392,0.005125336,0.003387223,0.007710449,0.00226131,0.00387143,0.002997199,0.0051073,0.003403508,0.00517732,0.003139876,0.004482276,0.003323596,0.004773257,0.005607399,0.004843295,0.002593953,0.004088862,0.005142452,0.004297323,0.005016471,0.004459809,0.004062911,0.005136728,0.003151626,0.003547035,0.00474074,0.003951594,0.005464009,0.005788814,0.004206583,0.003777796,0.005909081,0.004776051,0.004774652,0.00510575,0.007369355,0.005411584,0.00679633,0.006493966,0.006294708,0.006024243,0.00200807,0.004738935,0.005913189,0.004170541,0.008540352,0.00581456,0.005148413,0.005014818,0.004604994,0.004168829,0.004410067,0.004513096,0.004944067,0.011189522,0.005560015,0.005774561,0.004864605,0.003780813,0.006638624,0.009509264,0.004501606,0.004479671,0.004693717,0.007835789,0.004746602,0.003253352,0.006173416,0.004799577,0.004929293,0.004588089,0.006145932,0.005366525,0.006046815,0.005873583,0.005776629,0.005109715,0.005002904,0.00465879,0.002365499,0.003466984,0.004647161,0.004442404,0.002633566,0.005203546,0.004800247,0.005028509,0.004673506,0.005271589,0.004458966,0.005529626,0.005806326,0.005521842,0.004024745,0.006414504
Glutarylcarnitine,0.007067692,0.004670725,0.008396035,0.004004073,0.008616536,0.008209746,0.008271538,0.008849987,0.003588916,0.003456882,0.003532637,0.005467141,0.008352382,0.008755117,0.008501713,0.007640953,0.00506917,0.003577869,0.005635555,0.004291575,0.004938053,0.002977203,0.004899071,0.003681553,0.003641433,0.004761271,0.008862209,0.006774579,0.006222124,0.007316806,0.00457395,0.002151057,0.001297779,0.001677815,0.003306556,0.002928893,0.001913199,0.003953626,0.004472574,0.003870516,0.004534538,0.004099465,0.003937193,0.004827589,0.005522599,0.003690221,0.004868268,0.004110065,0.004940976,0.005313708,0.008138716,0.005806195,0.002275043,0.004186931,0.004733007,0.003380553,0.003253729,0.003472331,0.002228726,0.002953356,0.004603458,0.003393693,0.003274992,0.006468666,0.005211574,0.004946384,0.002969746,0.004918699,0.00180639,0.004452438,0.003277549,0.003538742,0.005665907,0.004317393,0.003927579,0.008539662,0.003880555,0.005380553,0.003729563,0.004855124,0.004745315,0.004099096,0.002787433,0.003931921,0.004373722,0.004875191,0.005961108,0.004952637,0.00517693,0.007368748,0.005465993,0.006046222,0.011150108,0.004888417,0.003707804,0.004959529,0.004430941
Glycerate,0.004454723,0.006278161,0.005156969,0.003744438,0.003502012,0.00513756,0.004238697,0.013543096,0.005957146,0.003896716,0.005913513,0.007573386,0.00310577,0.004914872,0.007059721,0.00216198,0.004169674,0.002638167,0.005099324,0.005385706,0.003595486,0.004130176,0.004700661,0.006883185,0.005069247,0.004332339,0.005160571,0.013931845,0.004780178,0.002455637,0.005613134,0.004617324,0.004195196,0.003216239,0.006846123,0.005061018,0.005025514,0.003129261,0.003328312,0.004089011,0.007887541,0.003941507,0.003497436,0.011065979,0.005702619,0.002904788,0.006333272,0.002799511,0.005013031,0.002942668,0.003019221,0.002803564,0.007336536,0.008527628,0.006271365,0.006233858,0.005771389,0.0038288,0.002650422,0.003646351,0.00367619,0.003526024,0.003423666,0.00664682,0.007904712,0.003206589,0.00767784,0.006430191,0.006722004,0.00332439,0.003177599,0.007546533,0.00520887,0.00499235,0.003485822,0.005169644,0.005812695,0.003387289,0.003396397,0.00315891,0.003690285,0.006453249,0.00457488,0.00595233,0.002891517,0.003963946,0.005774521,0.00601307,0.003727437,0.006664979,0.003056267,0.002712552,0.003599732,0.003039811,0.006989254,0.006535417,0.003869389
Glycerol,0.034348124,0.025085675,0.035107602,0.02054052,0.020210305,0.024985408,0.018026724,0.028322578,0.024780469,0.02650179,0.023510188,0.021180244,0.014337727,0.027514005,0.01636784,0.067648483,0.029319026,0.033454774,0.038917889,0.01863014,0.030490165,0.018861591,0.024905746,0.014709656,0.017326708,0.042173525,0.019067425,0.023126844,0.014950254,0.022565351,0.025271064,0.041843852,0.039303529,0.02305338,0.040398494,0.026702398,0.02603598,0.03645897,0.039919673,0.037953177,0.038102422,0.028844215,0.023213929,0.027964596,0.033707427,0.012026696,0.017232104,0.018293746,0.030957113,0.024822153,0.018314534,0.023138446,0.030730424,0.021893675,0.020896258,0.046271757,0.035120909,0.040991895,0.015272442,0.019837873,0.017848759,0.030387891,0.020906796,0.027215686,0.032780401,0.037473759,0.037470009,0.037192268,0.035658508,0.042074984,0.018913633,0.031913476,0.024561152,0.041659145,0.020031886,0.013401382,0.018355492,0.012335207,0.015451365,0.017410361,0.016432441,0.02103172,0.013267948,0.027469556,0.036559848,0.055528152,0.02294593,0.015806307,0.032037056,0.027423568,0.02214542,0.024205374,0.02673141,0.049473561,0.028649373,0.029151826,0.027579103
Glycerol Myristate,0.003146233,0.002757663,0.003568655,0.001857957,0.002495205,0.002938447,0.002576789,0.003026414,0.002455989,0.004302516,0.002179658,0.002008728,0,0.002295275,0.001693481,0.005337276,0.002063646,0.002913242,0.004228027,0,0.002444917,0,0.00189824,0.00210152,0,0.003882521,0,0,0.001660522,0.002968674,0.002850057,0,0.003615687,0,0.003157166,0,0.002391875,0.003440965,0.004924259,0.004113878,0.005246602,0.004906626,0.004605317,0.005751624,0.003180288,0,0.002491491,0.002416471,0.002304402,0.002802675,0.00390363,0.004758911,0.003647271,0,0.002856907,0.005245446,0.003159569,0.00294311,0,0,0,0.003324513,0,0.003392957,0.004275407,0,0.004780415,0.003318957,0.002171322,0.003816849,0.002187899,0.003601183,0.002303983,0.004481703,0,0,0,0,0.002465659,0.004593936,0.003882079,0.004226811,0.002721686,0.003181457,0,0.005980826,0.006121495,0,0,0,0.002199099,0,0,0.003758153,0,0,0
Glycine,0.098047149,0.0961205,0.101778454,0.073469254,0.062768068,0.071052417,0.072294882,0.094315594,0.054122824,0.059838874,0.077773149,0.078116124,0.089099861,0.088385316,0.077717819,0.109954695,0.112626524,0.110710337,0.108581782,0.081391731,0.085395586,0.116103345,0.075975802,0.097028245,0.062030707,0.065614865,0.096246695,0.13548592,0.117207113,0.107772472,0.08125199,0.061953883,0.068304976,0.063822444,0.088976596,0.078623913,0.082860529,0.069611988,0.066403845,0.06801087,0.07121764,0.122084283,0.093562256,0.117030911,0.067451179,0.075773979,0.097551868,0.09301208,0.080065398,0.078739309,0.083887028,0.092464749,0.064347431,0.07441957,0.057013105,0.094063517,0.059336776,0.070701905,0.083544428,0.083773898,0.090008966,0.076401317,0.15592238,0.081225521,0.06013108,0.057422892,0.074490624,0.055048211,0.054588218,0.079078406,0.045278404,0.057066242,0.056237617,0.068194765,0.065435458,0.076652727,0.080046074,0.070540123,0.068938428,0.097147626,0.064852798,0.066695588,0.068656751,0.075869702,0.142281647,0.151442591,0.092159544,0.094523034,0.0811066,0.113162001,0.071461696,0.074858758,0.082839914,0.045348292,0.048560655,0.061731468,0.055566184
Glycochenodeoxycholate,0.002320709,0.044260811,0.00276721,0.021818218,0.021590706,0.008125251,0.01116121,0.008369621,0.039003478,0.007775475,0.009001639,0.013904382,0.007337051,0.017164441,0.00620675,0.018644052,0.009934192,0.008087133,0.008769295,0.02624893,0,0.023184405,0.022051083,0.013833381,0.01036432,0.003902767,0.022681436,0.015631443,0.029498759,0,0.004223996,0.027686662,0.012791477,0.033191175,0.011922264,0.025714539,0.008459444,0.062568303,0.002936134,0.016103585,0.012469878,0.018860962,0.035781145,0.007416964,0.003860348,0.051205236,0.012125751,0.018338655,0.007348262,0,0.00519586,0.002876176,0.009091858,0.034998784,0.010941407,0,0.002551264,0,0.025445814,0.005810563,0.025497835,0.012758312,0.011980831,0.002940199,0,0,0,0.013527709,0.003347342,0.003176521,0.027912751,0,0.010266058,0,0.024768571,0.028197522,0.015725374,0.01256042,0.012335876,0,0,0.0086035,0.003793702,0.016297606,0,0.003110886,0.004182584,0.021155949,0,0.008652041,0,0,0.040283245,0,0.011842885,0.004705347,0.010440937
Glycocholate,0,0.008571419,0.00161861,0.004451797,0.006474945,0,0,0,0,0.001935414,0,0.001857891,0,0.00654401,0.002186873,0.001707473,0,0,0,0,0,0,0.003807333,0.002720799,0,0,0.007850646,0.003446913,0.010344769,0.004951548,0,0.009465408,0.003007628,0.013115703,0.00202291,0.010958219,0.003263441,0.01362618,0.002494603,0.003260283,0.004840054,0.002266453,0.003904118,0,0,0.011933823,0,0.002579152,0.003062189,0,0.003255965,0.002585577,0.003361166,0.00955853,0.006936577,0,0,0,0.0135993,0,0.010710779,0.013978829,0.013413468,0,0,0,0,0.002703183,0,0,0.009067003,0,0,0,0.003926327,0.011256372,0,0,0,0,0,0,0,0.003014282,0,0,0,0.004544815,0,0,0,0,0.014724954,0,0,0,0
Glycolate,42.10217508,40.93018331,37.45621223,51.61290558,37.87590977,39.78800286,42.96974886,38.80545419,40.03847934,44.00840332,42.58786219,43.76145371,37.99296759,42.38441445,41.22422757,38.66600016,49.29211637,49.77516127,45.61108294,44.10799375,47.29122737,42.06621509,41.23780552,42.62726879,40.50724606,40.43299334,44.40271446,36.0231631,40.79497331,39.42254571,45.7432015,49.666977,44.44056948,46.96066406,37.27557137,37.032353,39.93393389,47.75188678,44.34722807,48.01548087,43.64793554,44.13117403,40.39441519,33.00818797,38.80088684,36.0935234,40.38509759,40.58052495,39.8001725,37.86112653,36.5375051,40.71755358,36.18535912,39.26211012,38.54900914,37.39467396,37.73056362,39.76230779,44.15135717,44.80078437,36.50037935,46.73680181,43.22332019,39.93121262,37.49007785,42.88516969,40.93564832,40.93996721,44.41147659,37.53904814,41.72269912,44.93237692,39.75982156,40.68144886,43.38882269,39.39665508,38.45142052,40.61110615,42.94699485,43.89358033,39.73200903,42.0779637,45.70508669,39.77437137,44.26242549,42.11894976,39.00092661,40.65649727,44.49335526,38.14060251,42.18798425,37.47533095,37.85242621,40.96227661,40.59749058,39.93361785,42.56034785
Guanidinoacetate,0.045810321,0.042047677,0.057792031,0.030063481,0.039732461,0.025598071,0.055784032,0.04019279,0.038480514,0.025371389,0.030987275,0.02442619,0.040448004,0.033574624,0.038855894,0.03537805,0.04606534,0.046450264,0.037404502,0.030029934,0.034939575,0.038904223,0.038668239,0.047960887,0.036484318,0.028380628,0.036685106,0.058968102,0.047224968,0.067618522,0.030746471,0.047860187,0.045030341,0.062991868,0.063398928,0.070128596,0.0500834,0.029789666,0.035282233,0.039927475,0.039090645,0.037735363,0.047622203,0.033390161,0.041388082,0.034938599,0.051232609,0.055156687,0.045386519,0.050767679,0.062402897,0.059674887,0.049764641,0.046908741,0.036967854,0.033600808,0.038767618,0.036610632,0.049134307,0.063567271,0.052185227,0.031902658,0.033047951,0.053155816,0.046839142,0.044771784,0.039068158,0.04481695,0.046549387,0.054101435,0.039138984,0.046012566,0.041837053,0.056464196,0.073854566,0.082362688,0.061188359,0.048857234,0.05321966,0.071289158,0.047920228,0.041708854,0.04748832,0.033552134,0.044898864,0.052400693,0.050635474,0.049211155,0.054817449,0.065525424,0.029965171,0.032773548,0.037837246,0.025979146,0.023597187,0.030434912,0.023353783
Guanidinosuccinic Acid,0.013741501,0.01504589,0.016633557,0.012055507,0.003045484,0.003461145,0.003534786,0.002736217,0.004178943,0.002622412,0.003348588,0.004094924,0.004124435,0.004435491,0.003485318,0.002951181,0.003331471,0.002760849,0.00521361,0.004009892,0.005168313,0.003557269,0.003046519,0.005891033,0.003886839,0.004130731,0.00442778,0.00331232,0.004041096,0.003512958,0.003061934,9.34E-04,0,0.00100356,7.05E-04,0,0,0.002610824,0.002674289,0.002635178,0.003487253,0.007406732,0.004039121,0.00699951,0.003667865,0.004187483,0.004235933,0.005113635,0.00253913,0.004011482,0.002996105,0.002528475,0.003275676,0.002249409,0.003351134,0.003910555,0.003572555,0.003471987,0.002383521,0.002013483,0.00220748,0.001899761,0.010560581,0.003266946,0.003887328,0.002106538,0.003293666,0.003517106,0.002608782,0.003264344,0.003018591,0.003553678,0.003384559,0.00371063,0.002664046,0.00222811,0.004561255,0.005827232,0.006011801,0.006025476,0.00344512,0.004001338,0.002619983,0.004569447,0.005327912,0.007069804,0.002380416,0.001936184,0.00205103,0.002438395,9.99E-04,0.001843194,0.001307926,0.00271758,0.003414698,0.002442563,0.003039024
Guanine,0.001188559,9.97E-04,0.001116601,0.002516903,0.001364659,5.80E-04,0.003899846,9.56E-04,0.001385019,0.00445536,0.001885236,0.00125215,7.88E-04,0.002352289,8.31E-04,7.45E-04,0.002779651,0.002768094,0.001252313,0.00189898,0.005173863,0.002869913,0.00505793,0.001280457,0.005547604,0.007786081,5.47E-04,8.09E-04,0.001088627,0.002824412,8.60E-04,0.001092686,0.001213923,0.004127444,0.001522446,7.39E-04,0.001047379,0.003890463,2.95E-04,0.002074719,4.90E-04,5.71E-04,9.93E-04,0.001244555,0.003387521,0.002009046,0.001096623,0.002988571,0.002988744,0.001116592,0.003124416,8.97E-04,9.82E-04,8.17E-04,7.56E-04,8.46E-04,0.002477527,0.001010433,0.002934061,0.002341203,0.002851103,0.001063253,9.91E-04,8.95E-04,0.001108946,0.001048882,6.95E-04,9.49E-04,0.001295653,0.002026226,9.34E-04,0.001071451,6.76E-04,0.001691188,0.001139161,0.001091424,0.002629512,0.002708209,0.003246195,0.001518802,8.86E-04,0.001082932,0.009587337,8.65E-04,0.001050476,0.002510402,0.001043587,5.59E-04,9.53E-04,9.17E-04,0.001046088,9.92E-04,0.002661265,0.001269472,0.004311997,0.001396343,9.38E-04
Guanosine,0.01665555,0.006272379,0.00341826,0.016584627,0.001453836,0.014140157,0.008804583,0.003629767,0.021626866,0.031824657,0.015058525,0.009721281,0.004312527,0.022646087,0.004634719,0.005373071,0.024251711,0.019573347,0.003972857,0.009168172,0.035673108,0.00630826,0.035109564,0.001627309,0.020742128,0.022728424,0.001598042,7.71E-04,0.002182278,0.007095118,0.005157193,0.001303149,0.003734842,0.02697245,0.001557742,0.001250112,0.001224354,0.0349639,0.003356227,0.031165071,0.002371527,0.003119832,0.004054532,0.013233239,0.03215756,0.010912693,0.001013084,0.002979073,0.035969511,0.003499674,0.021006045,0.006796332,8.15E-04,8.96E-04,0.001195274,0,0.020534564,0.019873661,0.012141145,0.02112226,0.001423221,0.003957538,8.96E-04,0.001041505,8.34E-04,0.006897405,8.31E-04,0.002276954,9.14E-04,0.012199487,0.01258912,9.02E-04,0.003243875,0.001287639,0.004083688,0.003405682,0.006908113,0.015191386,0.010645309,0.005313582,0.007854901,0.009141085,8.22E-04,9.42E-04,0.006976343,9.16E-04,0.001107144,0,0.004882193,9.49E-04,0.005526773,0.00130702,0.011711299,0.020830897,0.002330103,6.95E-04,0.004089003
Gulonolactone,0.130489837,0.134157724,0.175741979,0.104519845,0.101539963,0.105798952,0.096121779,0.113750184,0.147680032,0.134101863,0.148832439,0.146406091,0.109673651,0.127869795,0.123770468,0.165443857,0.123418928,0.141669057,0.161908741,0.130591404,0.1481157,0.184386542,0.15372621,0.163856552,0.163019734,0.109000198,0.13733806,0.167984506,0.118268982,0.141991027,0.137531076,0.125703792,0.119965331,0.173744631,0.167674704,0.182588383,0.190115304,0.187375747,0.189380187,0.236120584,0.212575119,0.173698047,0.197338573,0.165642131,0.151436348,0.150894851,0.164331626,0.165561208,0.157013269,0.16490821,0.182617471,0.1550814,0.154489356,0.171937233,0.173698161,0.172601293,0.167917395,0.164886832,0.175183595,0.160284548,0.174459859,0.19656243,0.17259346,0.184763419,0.152832821,0.175171962,0.153937371,0.159057722,0.153167054,0.170197913,0.154895558,0.174515952,0.166829988,0.138090147,0.166229858,0.19310305,0.160852125,0.164374234,0.18119466,0.198054714,0.154662847,0.173563189,0.161501406,0.169438065,0.198934536,0.182826676,0.162269441,0.181731085,0.18219158,0.169509291,0.199882701,0.15623495,0.182424995,0.16751877,0.170743872,0.20707365,0.187981785
Heptanoic acid,0.005050224,0.004159654,0.004487195,0.005244298,0.007098591,0.004672296,0.00498683,0.007880034,0.005174335,0.006747138,0.006123729,0.005787511,0.007148616,0.005538852,0.00565748,0.00482729,0.007937473,0.008716212,0.007050444,0.007091454,0.007589386,0.005238801,0.008008352,0.006567701,0.008540251,0.003374687,0.0066337,0.008774453,0.005985822,0.006980185,0.007482308,0.003913478,0.007690481,0.008585601,0.007769275,0.006014812,0.005981666,0.009387653,0.010917314,0.010073453,0.007453186,0.006528673,0.00804366,0.004729359,0.007715001,0.006645496,0.006720913,0.01010286,0.007112639,0.007070098,0.008615378,0.012543938,0.005098928,0.006854231,0.008149059,0.005957643,0.008455094,0.007079123,0.008014454,0.004899743,0.005532871,0.008383246,0.010336096,0.008791071,0.005683782,0.006378384,0.005890997,0.004078845,0.009370274,0.006537337,0.005255433,0.007911639,0.006943372,0.00753493,0.006307788,0.007144926,0.008708036,0.006695001,0.006239153,0.007138097,0.006668302,0.009924074,0.009397189,0.005534229,0.009371784,0.009478058,0.005354344,0.008914622,0.005855626,0.006622609,0.007196659,0.007483658,0.007273895,0.005736735,0.00706271,0.005074604,0.007416813
Hexanoic acid,0.010198584,0.007395956,0.007634794,0.008432938,0.007809172,0.007599561,0.008115627,0.009680134,0.010619938,0.006365075,0.008463333,0.008479779,0.006236128,0.008639196,0.005283572,0.009438851,0.009497883,0.010355397,0.007653841,0.008375277,0.011638327,0.009029419,0.007710752,0.007260092,0.008978243,0.008954453,0.008010155,0.009402894,0.009093236,0.008187462,0.013317787,0.005919058,0.008003345,0.010909077,0.008960836,0.011966146,0.013051652,0.013464607,0.011476236,0.011353906,0.016531988,0.010147683,0.012950397,0.010579674,0.01320855,0.010407476,0.009245154,0.01067952,0.008745817,0.010874316,0.011867563,0.009971625,0.011607048,0.009360904,0.01098698,0.013142101,0.01261747,0.009370792,0.008207807,0.010978928,0.009026,0.017644382,0.015507364,0.011971744,0.009806985,0.008676602,0.006253793,0.004314322,0.013378782,0.007199616,0.00974059,0.011159902,0.010668247,0.013579184,0.011054329,0.010070532,0.012451679,0.009961694,0.007364645,0.009030254,0.010820462,0.01147874,0.012025473,0.009568385,0.010870432,0.014488802,0.006280054,0.008876601,0.011380422,0.009653357,0.008706571,0.014824174,0.012235499,0.00844934,0.008548373,0.008541845,0.007370347
Hexanoyl carnitine,0.014201279,0.01540832,0.01267802,0.01277395,0.04426276,0.12046803,0.025771943,0.128118264,0.018539161,0.030705353,0.019199524,0.023418517,0.031437346,0.040690464,0.029427839,0.054138581,0.03132036,0.020895431,0.030904219,0.01666358,0.045150362,0.015428638,0.032346913,0.023182292,0.020253774,0.042461474,0.048397929,0.025843684,0.02333081,0.043340295,0.028101539,0.027530151,0.053305722,0.018650931,0.056446532,0.038047598,0.040166448,0.036637807,0.024552184,0.035929342,0.026574006,0.028816575,0.021304113,0.026047737,0.050744691,0.035237301,0.012866958,0.021600853,0.03358611,0.031315065,0.02192297,0.038657223,0.070922105,0.045171459,0.05010615,0.035827136,0.025114681,0.037721144,0.015063246,0.018942413,0.013148917,0.017240491,0.021856175,0.029916302,0.031672549,0.043645253,0.037935986,0.039956835,0.032744366,0.052113064,0.022822486,0.032824914,0.059734066,0.062833443,0.022220911,0.034513859,0.011867962,0.016074207,0.024381647,0.024141722,0.022504549,0.026414428,0.007668849,0.015721303,0.054124965,0.089340258,0.036328221,0.023242509,0.026479827,0.031162052,0.039239462,0.046619212,0.069772408,0.069842955,0.019375562,0.018207022,0.032055289
Hippurate,0.02333501,0.024711435,0.063264772,0.035914946,9.77E-04,0.009456268,0.055161681,0.015156145,0.089297634,0.05397042,0.049390787,0.120229776,0.212557232,0.08172477,0.195437588,7.89E-04,0.033567492,0.058972516,0.001929915,0.09904884,0.173573207,0.004940696,0.00527104,0.08775281,0.009930409,0.01692174,0.017555979,0.001262547,0.049607387,0.077469508,0.006726929,0.096144503,0.038667149,0.059072715,0.18659941,0.054392385,0.043220177,0.027635268,0.050389296,0.058222077,0.097834619,0.038045467,0.065545872,0.06533336,8.55E-04,0.013157968,0.011930134,0.027674879,0.023822146,0.059751286,0.097829367,0.021427702,0,0.009929356,0,0,0.005232123,0.004104097,0.022155294,0.025920448,0.067096295,0.081624707,0.069119506,6.08E-04,6.55E-04,0.006335826,0.017863718,0.034458287,0.005548328,0.006608826,0.00940378,0.008850322,0.031218918,0.009114466,0.009503349,0.046565056,0.036372129,0.029604345,0.118000089,0.007769609,0.095664279,0.005904212,0.045676813,0.020994741,0.038909282,0.006176185,0.019342642,0.029313771,0.041505983,0.03491823,0.006333644,7.11E-04,9.81E-04,0.045870669,0.042564157,0.01920463,0.063746588
Histidine,0.068460879,0.15690156,0.198712572,0.067890442,0.150514048,0.029225973,0.039840319,0.128361331,0.268136891,0.067760663,0.249364497,0.14890706,0.154567995,0.082266006,0.123695959,0.130678429,0.047337262,0.135681498,0.112845609,0.147381814,0.088631399,0.155957138,0.163727748,0.177842512,0.192361187,0.049794847,0.140014191,0.176172617,0.084202985,0.171273016,0.166975894,0.079429074,0.071068025,0.013651935,0.145061932,0.179936536,0.067149819,0.160216207,0.139215202,0.093193771,0.134449334,0.051935143,0.038287622,0.11928871,0.030530828,0.084484334,0.213580648,0.155031274,0.098889232,0.05801707,0.174984106,0.115349456,0.043200519,0.118544567,0.124358082,0.180372444,0.155484751,0.054020101,0.049723601,0.056529675,0.204524287,0.138097926,0.119109598,0.113760679,0.008721363,0.019157871,0.022845672,0.002198682,0.001517578,0.008795333,0.00229752,0.01371318,0.009538725,0.005357992,0.011725118,0.005425932,0.033456129,0.029059105,0.002513087,0.002403098,0.007397862,0.002411561,9.25E-04,0.002436051,9.23E-04,0.001369116,0.007176289,0.011904701,0.001991008,0.022388836,0.00475064,0.010829091,0.011872933,0.006689333,0.011977393,0.002793546,0.002717515
Homocysteine,0.016608678,0.015812963,0.014782884,0.014866644,0.008883856,0.011391373,0.012647179,0.013761853,0.039618736,0.02421619,0.047283733,0.029153095,0.018449116,0.024901881,0.018969677,0.031186042,0.032599546,0.101114756,0.064730551,0.035886065,0.033653762,0.027832434,0.018696676,0.015814937,0.015061012,0.021222046,0.02784155,0.026657083,0.025845973,0.019624181,0.054109579,0.027237156,0.015562814,0.046921421,0.018980611,0.026602143,0.016174558,0.025149094,0.023947098,0.041450208,0.038281345,0.022795514,0.018929124,0.047124744,0.018185869,0.016408658,0.019813411,0.016350637,0.011751461,0.0126819,0.013144557,0.012690108,0.021033271,0.021018145,0.029918767,0.028018404,0.022101151,0.028574272,0.020534507,0.016933396,0.029931258,0.015019614,0.01892499,0.01472546,0.013999361,0.015888462,0.009887828,0.021631805,0.014192277,0.012054399,0.011883033,0.011360877,0.021509569,0.009845023,0.017587287,0.020364831,0.012248801,0.015008752,0.011992124,0.01421925,0.017240774,0.010704001,0.01551799,0.012925205,0.018310313,0.016298005,0.014881775,0.02167499,0.013426515,0.032223011,0.038670438,0.015322568,0.019624075,0.015022592,0.024969833,0.039636566,0.056223488
